,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
628,628,manager,Desires,high rate of absenteeism,"does a manager want a high rate of absenteeism?
 does a manager usually want a high rate of absenteeism?
does a manager want a high rate of absenteeism?"," absenteeism is the number of employees who are absent.
 a manager wants a low rate of absenteeism.",neg,need_edit,does a manager want a high rate of absenteeism?,629,false,contextual: false
629,629,drugdealer,Desires,get catch,"does a drugdealer want to get caught?
 does a drugdealer usually want to get caught?
does a drugdealer want to get caught?"," drugdealers sell drugs.
 drugdealers are criminals.",neg,need_edit,does a drugdealer want to get caught?,630,false,contextual: false
630,630,cat,CapableOf,live as long as turtle,"can cats live as long as turtles?
 can cats live as long as turtles?
can cat live as long as turtle?"," the oldest cat on record lived to be 38 years old.
 cats live for about 15 years.",neg,need_edit,can cats live as long as turtles?,631,false,contextual: false
631,631,person,Desires,numbness,"does a person desire numbness?
 do people usually desire numbness?
does a person want numbness?"," numbness is the loss of feeling or sensation.
 numbness is a lack of feeling.",neg,need_edit,does a person desire numbness?,632,false,contextual: false
632,632,bicycle,HasA,motor,"does a bicycle have a motor?
 do bicycles have motors?
does a bicycle have a motor?"," a bicycle is a vehicle with two wheels.
 bicycle is a vehicle.",neg,need_edit,does a bicycle have a motor?,633,false,contextual: false
633,633,engineer,Desires,chaotic system,"do engineers desire chaotic systems?
 do engineers usually desire chaotic systems?
does engineer want chaotic system?", engineers desire order.,neg,need_edit,do engineers desire chaotic systems?,634,false,contextual: false
634,634,person,Desires,break femur,"does a person want to break their femur?
 does anyone ever desire to break their femur?
does person want to break femur?"," the femur is the longest and strongest bone in the human body.
 the femur is the longest bone in the body.",neg,need_edit,does a person want to break their femur?,635,false,contextual: false
635,635,person,Desires,die in vain,"does every person desire to die in vain?
 do people usually want to die in vain?
does a person want to die in vain?"," death is the end of life.
 people are human beings.",neg,need_edit,does every person desire to die in vain?,636,false,contextual: false
636,636,openmind commonsense,HasA,very much hair,"does openmind commonsense have a lot of hair?
 does openmind commonsense have a lot of hair?
does openmind commonsense have very much hair?"," Openmind Commonsense is a website.
 openmind commonsense is a kind of person.",neg,need_edit,does openmind commonsense have a lot of hair?,637,false,contextual: false
637,637,cook,Desires,food poison,"does the cook want food poison?
 does a cook usually desire food poison?
does cook want food poison?"," the cook is making dinner.
 the cook is a person.",neg,need_edit,does the cook want food poison?,638,false,contextual: false
638,638,soldier,Desires,lose war,"does a soldier want to lose a war?
 does a soldier ever desire to lose a war?
does a soldier want to lose war?"," soldiers want to win wars.
 a soldier wants to win a war.",neg,need_edit,does a soldier want to lose a war?,639,false,contextual: false
639,639,communist,Desires,face reality of human nature,"do communists want to face the reality of human nature?
 do communists usually desire to face the reality of human nature?
does communist want to face reality of human nature?", communists want to create a classless society.,neg,need_edit,do communists want to face the reality of human nature?,640,false,contextual: false
640,640,event promoter,Desires,bad weather,"does an event promoter want bad weather?
 does an event promoter generally desire bad weather?
does event promoter want bad weather?"," bad weather can ruin outdoor events.
 event promoters want good weather.",neg,need_edit,does an event promoter want bad weather?,641,false,contextual: false
641,641,free man,Desires,be enslave again,"does a free man desire to be enslaved again?
 does a free man ever desire to be enslaved again?
does free man want to be enslaved again?", a free man is not enslaved.,neg,need_edit,does a free man desire to be enslaved again?,642,false,contextual: false
642,642,butterfly,Desires,be kill,"does a butterfly want to be killed?
 do butterflies generally desire to be killed?
does butterfly want to be killed?"," a butterfly's lifespan is only about two to four weeks.
 butterflies are insects.",neg,need_edit,does a butterfly want to be killed?,643,false,contextual: false
643,643,faster-than-light travel,CapableOf,exist,"can faster-than-light travel exist?
 can faster-than-light travel exist?
can faster-than-light travel exist?", the speed of light is the fastest speed possible.,neg,need_edit,can faster-than-light travel exist?,644,false,contextual: false
644,644,person,Desires,be sniffly,"does a person desire to be sniffly?
 does any person ever desire to be sniffly?
does a person want to be sniffly?"," a person desires to be healthy.
 a person is a type of living being.",neg,need_edit,does a person desire to be sniffly?,645,false,contextual: false
645,645,person,Desires,feel unappreciated,"do people desire to feel unappreciated?
 do people generally desire to feel unappreciated?
does a person want to feel unappreciated?"," people desire to feel appreciated.
 people desire to feel appreciated.",neg,need_edit,do people desire to feel unappreciated?,646,false,contextual: false
646,646,train ticket,IsA,license to train,"is a train ticket a license to train?
 is a train ticket a license to ride a train?
is train ticket a type of license to train?"," a train ticket is a document that gives the holder the right to travel by train.
 a train ticket is a ticket that allows a passenger to ride on a train.",neg,need_edit,is a train ticket a license to train?,647,false,contextual: false
647,647,black horse,CapableOf,jump for shit,"can black horses jump for shit?
 can black horses jump for shit?
can black horses jump for shit?"," black horses are a type of horse.
 horse is a type of mammal.",neg,need_edit,can black horses jump for shit?,648,false,contextual: false
648,648,do,CapableOf,run on wet concrete,"can dogs run on wet concrete?
 can do run on wet concrete?
can i run on wet concrete?", dogs can run on concrete.,neg,need_edit,can dogs run on wet concrete?,649,false,contextual: false
649,649,person,Desires,dirty dish,"does a person desire a dirty dish?
 do people usually desire dirty dishes?
does a person want dirty dishes?"," people usually desire cleanliness.
 people usually desire clean dishes.",neg,need_edit,does a person desire a dirty dish?,650,false,contextual: false
650,650,human baby,CapableOf,eat adult food,"can human babies eat adult food?
 can human babies eat adult food?
can a human baby eat adult food?"," human babies have small stomachs.
 human babies are humans.",neg,need_edit,can human babies eat adult food?,651,false,contextual: false
651,651,mother,Desires,child to be unhappy,"does a mother want her child to be unhappy?
 does a mother usually want her child to be unhappy?
does mother want child to be unhappy?"," a mother wants her child to be happy.
 a mother wants her child to be happy.",neg,need_edit,does a mother want her child to be unhappy?,652,false,contextual: false
